case_id,reference_path,distorted_path,distortion_type,width,height,channels,mse_standard,psnr_db,ssim,elapsed_ms,status,error
image_0008_blur_k11_s3p0,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001/blur_k11_s3p0.png,gaussian_blur_k11_sigma_3.000000,2048,2048,3,38.829413,32.239195,0.898945,178.084917,ok,
image_0008_jpeg_quality_80,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001/jpeg_quality_80.jpg,jpeg_quality_80,2048,2048,3,4.058820,42.046805,0.984560,169.268375,ok,
image_0008_jpeg_quality_50,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001/jpeg_quality_50.jpg,jpeg_quality_50,2048,2048,3,10.769937,37.808672,0.964216,158.690666,ok,
image_0008_jpeg_quality_20,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719231500_20260719232959_1000M_V0001/jpeg_quality_20.jpg,jpeg_quality_20,2048,2048,3,22.994954,34.514478,0.920951,160.284042,ok,
image_0009_noise_sigma_5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001/noise_sigma_5.png,gaussian_noise_sigma_5,2048,2048,3,23.761405,34.372082,0.908559,196.071000,ok,
image_0009_noise_sigma_15,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001/noise_sigma_15.png,gaussian_noise_sigma_15,2048,2048,3,199.105183,25.139978,0.577606,198.033625,ok,
image_0009_noise_sigma_30,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001/noise_sigma_30.png,gaussian_noise_sigma_30,2048,2048,3,733.110808,19.479107,0.298811,196.159000,ok,
image_0009_blur_k03_s0p8,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001/blur_k03_s0p8.png,gaussian_blur_k3_sigma_0.800000,2048,2048,3,11.277007,37.608865,0.967931,236.709167,ok,
image_0009_blur_k07_s1p5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001/blur_k07_s1p5.png,gaussian_blur_k7_sigma_1.500000,2048,2048,3,35.613941,32.614603,0.900668,187.193250,ok,
image_0009_blur_k11_s3p0,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001/blur_k11_s3p0.png,gaussian_blur_k11_sigma_3.000000,2048,2048,3,70.639943,29.640300,0.830488,186.472583,ok,
image_0009_jpeg_quality_80,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001/jpeg_quality_80.jpg,jpeg_quality_80,2048,2048,3,5.902679,40.420312,0.979652,162.097250,ok,
image_0009_jpeg_quality_50,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001/jpeg_quality_50.jpg,jpeg_quality_50,2048,2048,3,14.852190,36.412899,0.951797,170.248042,ok,
image_0009_jpeg_quality_20,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719233000_20260719234459_1000M_V0001/jpeg_quality_20.jpg,jpeg_quality_20,2048,2048,3,31.766282,33.111140,0.898179,152.212667,ok,
image_0010_noise_sigma_5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001/noise_sigma_5.png,gaussian_noise_sigma_5,2048,2048,3,24.269934,34.280118,0.921200,200.239792,ok,
image_0010_noise_sigma_15,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001/noise_sigma_15.png,gaussian_noise_sigma_15,2048,2048,3,207.440428,24.961870,0.622822,204.878916,ok,
image_0010_noise_sigma_30,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001/noise_sigma_30.png,gaussian_noise_sigma_30,2048,2048,3,776.008972,19.232136,0.350117,209.692042,ok,
image_0010_blur_k03_s0p8,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001/blur_k03_s0p8.png,gaussian_blur_k3_sigma_0.800000,2048,2048,3,18.761282,35.398179,0.958248,200.895709,ok,
image_0010_blur_k07_s1p5,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001/blur_k07_s1p5.png,gaussian_blur_k7_sigma_1.500000,2048,2048,3,62.903983,30.144022,0.861257,193.151917,ok,
image_0010_blur_k11_s3p0,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001/blur_k11_s3p0.png,gaussian_blur_k11_sigma_3.000000,2048,2048,3,125.318943,27.150636,0.759017,200.200208,ok,
image_0010_jpeg_quality_80,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001/jpeg_quality_80.jpg,jpeg_quality_80,2048,2048,3,8.266332,38.957675,0.977171,178.494750,ok,
image_0010_jpeg_quality_50,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001/jpeg_quality_50.jpg,jpeg_quality_50,2048,2048,3,20.877366,34.934047,0.944611,158.382792,ok,
image_0010_jpeg_quality_20,../reference/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001.png,../distorted/FY4B-_AGRI--_N_DISK_1050E_L2-_GCLR_MULT_NOM_20260719234500_20260719235959_1000M_V0001/jpeg_quality_20.jpg,jpeg_quality_20,2048,2048,3,45.183675,31.580988,0.883550,168.820083,ok,
